OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,POC,FAA_ID,Floor,Ceiling,County,Shape__Area,Shape__Length
97,DOD,USAF,Holloman AFB,Installation 3,D,NATIONAL SECURITY,NM,"Base Operations: 505-572-7575     Emergency: Command Post: 575-572-7575, Base Operations: 505-572-7575",20170518-DOD-Holloman AFB-Installation 3,Surface,400' AGL,OTERO,0.019598439938818,0.775171868388716
98,DOD,USAF,Moody,Installation 1,D,NATIONAL SECURITY,GA,Airspace Mgr: 229-257-4131     Emergency: Command Post: 208-828-7000,20170518-DOD-Moody-Installation 1,Surface,400' AGL,LOWNDES & LANIER,7.66663381455146e-05,0.040070597737476
99,DOD,USAF,Moody,Installation 2,D,NATIONAL SECURITY,GA,Airspace Mgr: 229-257-4131     Emergency: Command Post: 208-828-7000,20170518-DOD-Moody-Installation 2,Surface,400' AGL,LOWNDES & LANIER,5.66492394682427e-06,0.0116611240961921
100,DOD,USAF,Moody,Installation 3,D,NATIONAL SECURITY,GA,Airspace Mgr: 229-257-4131     Emergency: Command Post: 208-828-7000,20170518-DOD-Moody-Installation 3,Surface,400' AGL,LOWNDES & LANIER,1.78136519934924e-06,0.00764713627807033
101,DOD,USAF,Moody,Installation 4,D,NATIONAL SECURITY,GA,Airspace Mgr: 229-257-4131     Emergency: Command Post: 208-828-7000,20170518-DOD-Moody-Installation 4,Surface,400' AGL,LOWNDES & LANIER,0.00180428576322811,0.184767776235103
102,DOD,USAF,Altus AFB,Installation,D/G,NATIONAL SECURITY,OK,"Mr. Doug Winters: (580) 481-6098,  D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 71 FTW/CP: (580) 481-6313",20170518-DOD-Altus AFB-Installation,Surface,400' AGL,JACKSON,0.00155778319140154,0.199594025927826
103,DOD,USAF,Goodfellow AFB,Installation,G,NATIONAL SECURITY,TX,"17 SFS/S3: (325) 654-3920 / & (325) 654-3596; Alternate:  17 SFS/S5 (325) 654-1853                                                                   Emergency: Goodfellow Command Post,  17 TRW/CP  (325) 654-3558    17trw.cp@us.af.mil   ",20170518-DOD-Goodfellow AFB-Installation,Surface,400' AGL,TOM GREEN,0.000387638562415304,0.0906730149094192
104,DOD,USAF,Joint Base San Antonio - Fort Sam Houston,Installation 1,C/G,NATIONAL SECURITY,TX,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio - Fort Sam Houston-Installation 1,Surface,400' AGL,BEXAR,1.5374325812445e-08,0.000495969764754589
105,DOD,USAF,Joint Base San Antonio - Fort Sam Houston,Installation 2,C/G,NATIONAL SECURITY,TX,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio - Fort Sam Houston-Installation 2,Surface,400' AGL,BEXAR,6.12491201081866e-05,0.0412121463754992
106,DOD,USAF,Joint Base San Antonio - Fort Sam Houston,Installation 3,C/G,NATIONAL SECURITY,TX,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio - Fort Sam Houston-Installation 3,Surface,400' AGL,BEXAR,0.000869353365033021,0.201063669888057
107,DOD,USAF,Joint Base San Antonio - Fort Sam Houston,Installation 4,C/G,NATIONAL SECURITY,TX,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio - Fort Sam Houston-Installation 4,Surface,400' AGL,BEXAR,6.53113283988205e-06,0.0102813435301797
108,DOD,USAF,Joint Base San Antonio - Fort Sam Houston,Installation 5,C/G,NATIONAL SECURITY,TX,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio - Fort Sam Houston-Installation 5,Surface,400' AGL,BEXAR,7.23234095403313e-05,0.0395413857167389
109,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 1,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 1,Surface,400' AGL,BEXAR,1.64239020250534e-05,0.0180125947038432
110,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 2,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 2,Surface,400' AGL,BEXAR,1.37099000312446e-05,0.0160032562606146
111,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 3,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 3,Surface,400' AGL,BEXAR,7.67106485000113e-08,0.00262433220222285
112,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 4,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 4,Surface,400' AGL,BEXAR,1.04975242720684e-07,0.00264475914893257
113,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 5,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 5,Surface,400' AGL,BEXAR,1.95284428627929e-08,0.0005620253725281
114,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 6,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 6,Surface,400' AGL,BEXAR,5.13493205289706e-06,0.0126686834646848
115,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 7,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 7,Surface,400' AGL,BEXAR,1.01502223515126e-06,0.00588365438434037
116,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 8,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 8,Surface,400' AGL,BEXAR,1.81048562808428e-08,0.000548511726692451
117,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 9,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 9,Surface,400' AGL,BEXAR,0.00097494744704818,0.153493613119081
118,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 10,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 10,Surface,400' AGL,BEXAR,1.4465656477114e-06,0.0074681256583281
119,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 11,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 11,Surface,400' AGL,BEXAR,5.31235855305567e-09,0.000444800454359996
120,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 12,D/G,NATIONAL SECURITY,TX,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952            Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580                                   Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 12,Surface,400' AGL,BEXAR,1.95499728761206e-06,0.00620835039235919
121,DOD,USAF,Sheppard AFB,Installation 1,G,NATIONAL SECURITY,TX," Airfield Operations Flight Commander: (940) 676-5605,  D. Scott Wilson: (210) 652-5539     Emergency: Sheppard AFB Command Post, 82 TRW/CP: (940) 676-6266",20170518-DOD-Sheppard AFB-Installation 1,Surface,400' AGL,WICHITA,4.29168712798855e-05,0.0272471559199024
122,DOD,USAF,Sheppard AFB,Installation 2,G,NATIONAL SECURITY,TX," Airfield Operations Flight Commander: (940) 676-5605,  D. Scott Wilson: (210) 652-5539     Emergency: Sheppard AFB Command Post, 82 TRW/CP: (940) 676-6266",20170518-DOD-Sheppard AFB-Installation 2,Surface,400' AGL,WICHITA,0.00171490452748913,0.185615358009016
123,DOD,USAF,Patrick AFB (COF),Installation 1,D,NATIONAL SECURITY,FL,"Frank Struzinski: 321-890-3737     Emergency: Command Post, Frank Struzinski: 321-494-7001",20170518-DOD-Patrick AFB (COF)-Installation 1,Surface,400' AGL,BREVARD,0.000102457496268471,0.0427130155968932
124,DOD,USAF,Patrick AFB (COF),Installation 2,D,NATIONAL SECURITY,FL,"Frank Struzinski: 321-890-3737     Emergency: Command Post, Frank Struzinski: 321-494-7001",20170518-DOD-Patrick AFB (COF)-Installation 2,Surface,400' AGL,BREVARD,6.93699075782206e-06,0.0404599545374347
125,DOD,USAF,Patrick AFB (COF),Installation 3,D,NATIONAL SECURITY,FL,"Frank Struzinski: 321-890-3737     Emergency: Command Post, Frank Struzinski: 321-494-7001",20170518-DOD-Patrick AFB (COF)-Installation 3,Surface,400' AGL,BREVARD,0.000629487430160225,0.14347723370462
126,DOD,USAF,Patrick AFB (COF),Installation 4,D,NATIONAL SECURITY,FL,"Frank Struzinski: 321-890-3737     Emergency: Command Post, Frank Struzinski: 321-494-7001",20170518-DOD-Patrick AFB (COF)-Installation 4,Surface,400' AGL,BREVARD,1.16415208140097e-06,0.0145408452389461
127,DOD,USAF,Cheyenne Mountain Air Force Station,Cheyenne Mountain Complex 6,G,NATIONAL SECURITY,CO,"721 CES: 719-474-2074, 721 SFS: 719-474-3014     Emergency: 721 Base Defense Ops: 719-474-3311",20170518-DOD-Cheyenne Mountain Air Force Station-Cheyenne Mountain Complex 6,Surface,400' AGL,EL PASO,0.000181886810651122,0.0789864850841521
128,DOD,USAF,Maxwell-Gunter Annex,Installation 1,D/G,NATIONAL SECURITY,AL,"42 OSS/OSA, Airfield Operations Flight Commander (334) 953-2134           Emergency: Maxwell AFB Command Post,      42 ABW/CP,      (334) 953-7474",20170518-DOD-Maxwell-Gunter Annex-Installation 1,Surface,400' AGL,MONTGOMERY,1.95472669020091e-05,0.0278602416635529
129,DOD,USAF,Maxwell-Gunter Annex,Installation 2,D/G,NATIONAL SECURITY,AL,"42 OSS/OSA, Airfield Operations Flight Commander (334) 953-2134           Emergency: Maxwell AFB Command Post,      42 ABW/CP,      (334) 953-7474",20170518-DOD-Maxwell-Gunter Annex-Installation 2,Surface,400' AGL,MONTGOMERY,9.79497251591965e-05,0.0502857901585969
130,DOD,USAF,JB Charleston (KCHS),Installation,C,NATIONAL SECURITY,SC,Capt Jason Matos: (843) 963-7692     Emergency: Command Post: (843) 963-8400,20170518-DOD-JB Charleston (KCHS)-Installation,Surface,400' AGL,CHARLESTON,0.00110580077944178,0.231837779560585
131,DOD,USAF,MacDill (KMCF),Installation,D,NATIONAL SECURITY,FL,Capt Daniel Knick: (813) 828-1759     Emergency: Command Post: (813) 828-4361,20170518-DOD-MacDill (KMCF)-Installation,Surface,400' AGL,HILLSBOROUGH,0.00204774081362302,0.214932646743772
132,DOD,USAF,Little Rock (KLRF),Installation,D,NATIONAL SECURITY,AR,Capt Edwin Ferchaud: (501) 987-3104     Emergency: Command Post: (501) 987-1900,20170518-DOD-Little Rock (KLRF)-Installation,Surface,400' AGL,PULASKI,0.00240259381644137,0.245119798332603
133,DOD,USAF,Scott (KBLV),Installation,D,NATIONAL SECURITY,IL,Capt Jesse Burdette: (618) 256-4821     Emergency: Command Post: (618) 256-5891,20170518-DOD-Scott (KBLV)-Installation,Surface,400' AGL,ST. CLAIR,0.00114353143976587,0.227938010533067
134,DOD,USAF,Travis (KSUU),Installation 1,D,NATIONAL SECURITY,CA,Capt MilesTyson Blocker: (707) 424-0144     Emergency: Command Post: (707) 424-5517,20170518-DOD-Travis (KSUU)-Installation 1,Surface,400' AGL,SOLANO,0.00202604874539247,0.274075227330305
135,DOD,USAF,North AF Aux. Afld Charleston (KXNO),Installation ,E,NATIONAL SECURITY,SC,Capt Ryan Nichols: (843) 963-7692     Emergency: Command Post:  (843) 963-8400,20170518-DOD-North AF Aux. Afld Charleston (KXNO)-Installation ,Surface,400' AGL,ORANGEBURG,0.000830228577569869,0.158480627372284
136,DOD,USAF,Homestead ARB,Installation,D,NATIONAL SECURITY,FL,Chris Ziarno: (786) 415-7510     Emergency: 482 Fighter Wing Command Post:  (786) 415-7023,20170518-DOD-Homestead ARB-Installation,Surface,400' AGL,MIAMI-DADE,0.000651333516884733,0.183021020817992
137,DOD,USAF,March ARB,Installation,C/D,NATIONAL SECURITY,CA,Paul Burchill: (951) 447-4848     Emergency: 452 Air Mobility Wing Command Post: (951) 655-3571,20170518-DOD-March ARB-Installation,Surface,400' AGL,RIVERSIDE,0.000765729244903923,0.176020945569205
138,DOD,USAF,Joint Base San Antonio - Camp Bullis,Installation,G,NATIONAL SECURITY,TX,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",20170518-DOD-Joint Base San Antonio - Camp Bullis-Installation,Surface,400' AGL,BEXAR & COMAL,0.0104446209102207,0.524619012055397
139,DOD,USAF,Schriever AFB,Installation,E,NATIONAL SECURITY,CO,"Lt Col Erick Fonseca (Cmd): 719-554-5091,  Maj Jeff Koch (Cmd): 719-554-0233     Emergency: SAFB Command Post: 719-567-2180",20170518-DOD-Schriever AFB-Installation,Surface,400' AGL,EL PASO,0.00155707975045516,0.166436498291397
140,DOD,USAF,LA Air Station,Space Program Office,B,NATIONAL SECURITY,CA,Command Post: 310-653-3070     Emergency: Command Post: 310-653-3070,20170518-DOD-LA Air Station-Space Program Office,Surface,400' AGL,LOS ANGELES,1.57283527641994e-05,0.0174770791342705
141,DOD,USAF,Luke AFB Auxiliary Airfield 1,Installation,G,NATIONAL SECURITY,AZ,"Airfield Ops Flight Commander: (623) 856-7341/7342,  D. Scott Wilson: (210) 652-5539     Emergency:  Command Post, 56 FW/CP: (623) 856-5800",20170518-DOD-Luke AFB Auxiliary Airfield 1-Installation,Surface,400' AGL,MARICOPA,0.000208570290624266,0.0810546872767483
142,DOD,USAF,Williams Auxiliary Airfield 6 (KGAX),Installation,G,NATIONAL SECURITY,AZ,"Primary:  Mr. William Gillies, 56 RMO/ASM, (623) 856 5855   william.gillies@us.af.mil                                                   Emergency: Gila Bend Emergency Command Center    (623) 856-5241",20170518-DOD-Williams Auxiliary Airfield 6 (KGAX)-Installation,Surface,400' AGL,MARICOPA,0.000235546045814772,0.0572146973278464
143,DOD,USAF,Medina Annex,Installation,D/G,NATIONAL SECURITY,TX,"Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP:  (210) 221-9364 or 9364",20170518-DOD-Medina Annex-Installation,Surface,400' AGL,BEXAR,0.00145046775946867,0.154867582281896
144,DOD,USAF,Kelly Field,Installation 1,D/G,NATIONAL SECURITY,TX,"Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",20170518-DOD-Kelly Field-Installation 1,Surface,400' AGL,BEXAR,3.84306431442383e-05,0.0383003992301917
145,DOD,USAF,Kelly Field,Installation 2,D/G,NATIONAL SECURITY,TX,"Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",20170518-DOD-Kelly Field-Installation 2,Surface,400' AGL,BEXAR,0.000731612042500274,0.16998020463818
146,DOD,USAF,Cannon AFB,Installation 1,D,NATIONAL SECURITY,NM,John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253,20170518-DOD-Cannon AFB-Installation 1,Surface,400' AGL,CURRY,0.00132189584337539,0.158101251043745
147,DOD,USAF,Cannon AFB,Installation 2,D,NATIONAL SECURITY,NM,John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253,20170518-DOD-Cannon AFB-Installation 2,Surface,400' AGL,CURRY,9.71112924617046e-05,0.0459442518346788
148,DOD,USAF,Melrose AF Range,Installation 1,G when restricted airspace (R-5104A) is not active,NATIONAL SECURITY,NM,John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253,20170518-DOD-Melrose AF Range-Installation 1,Surface,400' AGL,CURRY & ROOSEVELT,9.61616115091601e-06,0.0126538869960252
149,DOD,USAF,Melrose AF Range,Installation 2,G when restricted airspace (R-5104A) is not active,NATIONAL SECURITY,NM,John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253,20170518-DOD-Melrose AF Range-Installation 2,Surface,400' AGL,CURRY & ROOSEVELT,2.45625735715294e-05,0.0208292667117416
150,DOD,USAF,Melrose AF Range,Installation 3,G when restricted airspace (R-5104A) is not active,NATIONAL SECURITY,NM,John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253,20170518-DOD-Melrose AF Range-Installation 3,Surface,400' AGL,CURRY & ROOSEVELT,0.023550165464485,0.876778122905567
151,DOD,USAF,McConnell (KIAB),Installation 1,D,NATIONAL SECURITY,KS,Capt Geoffrey Border: (316) 759-3070     Emergency: Command Post: (316) 759-3251,20170518-DOD-McConnell (KIAB)-Installation 1,Surface,400' AGL,SEDGWICK,3.97807011722762e-05,0.0333394100812381
152,DOD,USAF,McConnell (KIAB),Installation 2,D,NATIONAL SECURITY,KS,Capt Geoffrey Border: (316) 759-3070     Emergency: Command Post: (316) 759-3251,20170518-DOD-McConnell (KIAB)-Installation 2,Surface,400' AGL,SEDGWICK,5.88994028021261e-05,0.0355423662255483
153,DOD,USAF,McConnell (KIAB),Installation 3,D,NATIONAL SECURITY,KS,Capt Geoffrey Border: (316) 759-3070     Emergency: Command Post: (316) 759-3251,20170518-DOD-McConnell (KIAB)-Installation 3,Surface,400' AGL,SEDGWICK,0.000920918704196083,0.167123749850332
154,DOD,USAF,Davis Monthan,Installation 1,C,NATIONAL SECURITY,AZ,CP: 520-228-3900 or Airspace Mgr:  520-228-4680     Emergency: Command Post: 520-228-3900,20170518-DOD-Davis Monthan-Installation 1,Surface,400' AGL,PIMA,0.00159255992571161,0.18105379377557
155,DOD,USAF,Davis Monthan,Installation 2,C,NATIONAL SECURITY,AZ,CP: 520-228-3900 or Airspace Mgr:  520-228-4680     Emergency: Command Post: 520-228-3900,20170518-DOD-Davis Monthan-Installation 2,Surface,400' AGL,PIMA,0.00226123195511718,0.227394270497099
156,DOD,USAF,Dobbins ARB,Installation 1,D,NATIONAL SECURITY,GA,Dina  Tomczak: (678) 655-5106     Emergency: 94 Airlift Wing Command Post: (678) 655-5106,20170518-DOD-Dobbins ARB-Installation 1,Surface,400' AGL,COBB,0.000524792124224405,0.157561864817153
157,DOD,USAF,Dobbins ARB,Installation 2,D,NATIONAL SECURITY,GA,Dina  Tomczak: (678) 655-5106     Emergency: 94 Airlift Wing Command Post: (678) 655-5106,20170518-DOD-Dobbins ARB-Installation 2,Surface,400' AGL,COBB,4.44608504039934e-05,0.0330218898200259
158,DOD,USAF,Hurlburt Field,Installation 1,D,NATIONAL SECURITY,FL,Byron Stubblefiel: 850-884-1606     Emergency: Command Post: 850-884-8100,20170518-DOD-Hurlburt Field-Installation 1,Surface,400' AGL,OKALOOSA,8.41753828808578e-05,0.0732281768193662
159,DOD,USAF,Hurlburt Field,Installation 2,D,NATIONAL SECURITY,FL,Byron Stubblefiel: 850-884-1606     Emergency: Command Post: 850-884-8100,20170518-DOD-Hurlburt Field-Installation 2,Surface,400' AGL,OKALOOSA,6.95743894993939e-05,0.0355308059322572
160,DOD,USAF,Hurlburt Field,Installation 3,D,NATIONAL SECURITY,FL,Byron Stubblefiel: 850-884-1606     Emergency: Command Post: 850-884-8100,20170518-DOD-Hurlburt Field-Installation 3,Surface,400' AGL,OKALOOSA,0.00216019805475298,0.21850332643533
161,DOD,USAF,Joint Base San Antonio-Lackland AFB,Installation 1,D/G,NATIONAL SECURITY,TX,"Airfield Operations Flight Commander: (210) 925- 5721  / D. Scott Wilson: (210) 652-5539     Emergency: Command Post,  502 ABW/CP: (210) 221-9364 or 9364",20170518-DOD-Joint Base San Antonio - Lackland AFB-Installation 1,Surface,400' AGL,BEXAR,0.000412281189028363,0.0979345680856771
