objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,x_crf1,x_crf2,x_crf3,x_cl1,x_cl2,x_highsec,x_medsec,x_datasec,x_areasec,x_usgsdw_s,x_oswcrdw_,x_crf4,x_oswcr_pe,x_usgs_per,x_wq_score,x_wq_per,x_datacov,globalid,Shape__Area,Shape__Length
127,06,073,017104,2,060730171042,Block Group 2,0,0,0,NA,NA,0,0,0,2,0.55,0,0,34,51,0,0,0,0cd559e7-df1d-48aa-9687-1802abd148b1,639251.140625,3761.01828590659
128,06,073,018504,2,060730185042,Block Group 2,1,0,7.8,TCPR123, ,3,0,3,6,1.84,0,50,20,60,88.99,34,50,c97a8aac-29ee-4db5-a08e-5f316f1c0764,3366752.34765625,9286.76847877252
129,06,097,151504,1,060971515041,Block Group 1,0,0,0, , ,0,0,3,3,0.68,63,0,89,52,0,0,100,e31bf134-c43a-427a-880b-a38fc7962079,749234.234375,5043.17926923251
130,06,097,151504,2,060971515042,Block Group 2,0,0,0, , ,0,0,1,1,4.52,43,0,86,68,0,0,100,eaaaa6e1-81d7-483f-924a-9c285962d821,893260.4140625,4516.29869282473
131,06,097,151504,3,060971515043,Block Group 3,0,0,0, , ,0,0,2,2,2.05,52,0,87,60,0,0,100,77614274-a7d9-4ce0-802f-f6a9f61a9a3e,896979.98046875,4498.35322250782
132,06,097,151700,4,060971517004,Block Group 4,0,0,0, , ,0,0,4,4,13.21,93,0,91,78,0,0,100,269df2b0-6fc1-43b7-a241-8669761ee024,1346978.98828125,4618.97398593184
133,06,097,151700,5,060971517005,Block Group 5,0,0,0, , ,0,0,2,2,3.41,67,0,89,65,0,0,100,ebaa2045-0ac0-4960-93a2-8ed83228d111,994223.125,4437.90874597877
134,06,097,152502,1,060971525021,Block Group 1,0,0,0, , ,0,0,2,2,345.29,166,0,94,95,0,0,100,331a2f82-4aa0-4367-aa78-59f03581c493,1556325.2890625,5662.24630939143
135,06,037,201301,2,060372013012,Block Group 2,0,0,0,NA,NA,0,0,0,3,5.53,0,0,27,70,0,0,0,335f24a6-f9e3-4185-895d-8d09a1021a46,662177.7578125,5796.61678080378
136,06,111,005100,1,061110051001,Block Group 1,3,2,1.18,"ALPHA; NO3N; CTCL","ALPHA; NO3N",9,4,27,42,96.59,43,26.19,86,90,107.85,38,64.29,14ab121e-b0c8-4e58-b535-fbaee0d58a95,96544842.125,50139.0896121738
137,06,097,152502,2,060971525022,Block Group 2,0,0,0, , ,0,0,4,4,116.86,421,0,98,91,0,0,100,a3b33dbb-b3c5-4cc9-8961-1267b0627a98,1025617.24609375,5217.98554151904
138,06,037,204700,1,060372047001,Block Group 1,1,0,1.54,CTCL, ,1,0,2,2,0.06,0,50,3,42,57.7,25,100,faca1889-eef1-45a6-9c8b-2cf1904e4a90,497737.046875,3048.83843669358
139,06,037,204700,2,060372047002,Block Group 2,1,0,1.54,CTCL, ,1,0,2,2,0.04,0,50,3,42,57.7,25,100,a1ce48ae-b223-492d-8638-79ca29d7274c,571066.93359375,3172.48277659363
140,06,037,204700,3,060372047003,Block Group 3,1,0,1.54,CTCL, ,1,0,1,1,0,0,100,3,38,115.4,42,100,d9dfb9e3-9ead-4642-972a-9ea870f1593d,407041.46484375,2896.81478598257
141,06,037,204810,1,060372048101,Block Group 1,1,0,1.54,CTCL, ,1,0,4,4,0.72,0,25,3,52,28.85,16,100,3e03ef76-dc2a-4b55-984f-68723ff2312c,341964.609375,2452.02990670217
142,06,037,204810,2,060372048102,Block Group 2,0,0,0, , ,0,0,1,1,0.76,0,0,3,53,0,0,100,92394ad1-149c-4b7c-9088-071d89ef9143,315817.3125,2814.86409884549
143,06,037,204810,3,060372048103,Block Group 3,1,0,1.54,CTCL, ,1,0,2,2,0.99,0,50,3,55,57.7,25,100,51cfed07-bece-4f0e-9cdc-2398857a478d,465691.375,3004.09040137213
144,06,037,204820,1,060372048201,Block Group 1,1,0,1.54,CTCL, ,1,0,1,1,0.02,0,100,3,40,115.4,42,100,5ef69a31-4774-4cea-8d5a-43ee27d73fa8,181558.23828125,1874.68480915759
145,06,111,005002,1,061110050021,Block Group 1,5,3,1.46,"NO3N; BIS2EHP; ALPHA; CTCL; SE","NO3N; CTCL; U",6,0,9,9,329.27,31,66.67,84,95,443.05,85,100,9d7e8866-23e6-4e09-96d6-db0fdfc598bd,11952345.734375,14051.1734201577
146,06,111,005203,1,061110052031,Block Group 1,0,0,0, , ,0,0,2,2,1.63,1,0,45,59,0,0,100,a74f1d0f-7daa-4b9d-a463-c3273e52da2d,1847571.30078125,6286.08176984511
147,06,111,005203,2,061110052032,Block Group 2,0,0,0, , ,0,0,2,2,0.53,1,0,45,51,0,0,100,df25ed9c-29b5-4d46-a26f-a6eb9e58802a,1482649.96875,5188.61475805349
148,06,111,005203,3,061110052033,Block Group 3,0,0,0, , ,0,0,1,1,2.08,0,0,22,61,0,0,100,aa13149d-4813-4e86-b6d2-6ea0f84d8ef3,661505.96484375,3521.17418009511
149,06,013,336202,1,060133362021,Block Group 1,0,1,0, ,NO3N,0,1,1,4,11.63,6,12.5,66,77,6.25,3,25,f4264228-e291-475e-af4a-e32db4f7c9d8,563995.25390625,3305.85286888313
150,06,111,009100,2,061110091002,Block Group 2,1,1,1.1,NO3N,NO3N,3,0,3,3,0.8,9,100,72,53,161,53,100,65ea07fd-fb95-40ab-a660-d87bbf6a0d59,1900770.3203125,5924.10515105389
151,06,111,009100,1,061110091001,Block Group 1,4,2,1.41,"NO3N; ALPHA; BIS2EHP; SE","NO3N; U",3,0,3,3,2.36,5,100,65,62,514.11,88,100,d3f61696-fae0-47f4-8766-44d262531eb3,1172198.6796875,5349.20816134496
152,06,111,009100,4,061110091004,Block Group 4,4,2,1.47,"NO3N; ALPHA; BIS2EHP; SE","NO3N; U",2,0,2,2,0,3,100,58,25,514.73,89,100,78573581-988b-4550-81d9-26b21596ce94,512492.953125,3045.52726692825
153,06,111,980000,1,061119800001,Block Group 1,4,0,2.57,"AS; SE; PCATE; NO3N", ,8,0,17,37,0,1,21.62,45,25,92.05,35,45.95,b9d875d1-574e-48c3-8492-7db84c8c1368,96664022.7109375,46816.0296013614
154,06,037,204820,2,060372048202,Block Group 2,1,0,1.54,CTCL, ,1,0,2,2,0.64,0,50,3,52,57.7,25,100,ab890f12-7c5b-41ab-9071-7346959dfec6,285672.8046875,2404.90490093773
155,06,111,005909,1,061110059091,Block Group 1,0,0,0, , ,0,0,3,3,35.74,24,0,82,85,0,0,100,56d0a710-eb6d-4105-a2c6-108cd5fd7817,878259.4140625,3972.15987774637
156,06,111,005909,2,061110059092,Block Group 2,0,0,0, , ,0,0,2,2,3.8,7,0,69,66,0,0,100,99b50962-51ec-43fb-9763-cd3481c5eefe,1078314.6953125,4352.76497906135
157,06,111,005911,2,061110059112,Block Group 2,0,0,0, , ,0,0,2,3,112.74,49,0,87,91,0,0,66.67,84843b52-532a-4025-9bd5-4a2d8647cf3d,1790158.46484375,8391.94434706166
158,06,111,006000,1,061110060001,Block Group 1,0,0,0, , ,0,0,2,3,0.31,7,0,69,48,0,0,66.67,3ed44927-3788-4b39-96b2-8e4809c85d55,1774638.40234375,6807.04958423554
159,06,085,509404,4,060855094044,Block Group 4,0,0,0, , ,0,0,2,2,0.33,3,0,58,48,0,0,100,5c5c7f12-5b72-4dc1-8704-33a79aa71325,705267.55078125,3493.78873040191
160,06,085,512310,2,060855123102,Block Group 2,1,1,1.33,NO3N,NO3N,2,1,7,7,136.86,241,35.71,96,92,58.33,25,100,fa1de298-ebc7-4cdd-8ce5-95ef32c2c480,4287522.984375,13763.9956028668
161,06,085,500902,2,060855009022,Block Group 2,0,0,0, , ,0,0,3,3,0,2,0,52,22,0,0,100,9f531ebd-55b7-41ce-b034-87c785b5ce40,190890.23828125,1759.28016112748
162,06,085,504504,3,060855045043,Block Group 3,0,0,0, , ,0,0,2,2,0,1,0,44,23,0,0,100,1e183b45-d50c-4a6c-a34e-85ae074d4435,616561.3203125,3280.79490064104
163,06,013,339002,4,060133390024,Block Group 4,0,0,0,NA,NA,0,0,0,2,0,1,0,45,26,0,0,0,56904f9a-86b9-42c7-9036-891ebebb4494,557971.48046875,3198.60545274204
164,06,037,551600,1,060375516001,Block Group 1,0,0,0, , ,0,0,3,3,0,2,0,49,38,0,0,100,d2fcc1e7-9158-4e21-8325-606d80e6abd1,1329267.78515625,5806.41580148105
165,06,037,551700,1,060375517001,Block Group 1,0,0,0, , ,0,0,2,2,4.71,3,0,55,68,0,0,100,4e952c2f-0f06-4366-a7c1-33789be9c454,776435.40625,3674.69773769851
166,06,037,210010,3,060372100103,Block Group 3,0,0,0,NA,NA,0,0,0,4,0.76,0,0,28,53,0,0,0,8067f96f-27a1-473f-8f48-f346486f2ec5,136201.09765625,1651.38833318975
167,06,037,211000,1,060372110001,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,1,0,46,29,0,0,0,652d9bb0-341a-455d-bf9c-b665774a1ea6,502961.51953125,2955.47805146299
168,06,037,211000,2,060372110002,Block Group 2,0,0,0,NA,NA,0,0,0,2,0.03,0,0,28,41,0,0,0,414f7897-a090-439e-a8cf-6016624be2eb,566092.1015625,3785.71901250031
169,06,037,211000,3,060372110003,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,28,29,0,0,0,4bbbd0af-f141-42b6-bceb-cd1d3bb0bc25,1081109.83984375,4999.11642014933
170,06,037,211000,4,060372110004,Block Group 4,0,0,0,NA,NA,0,0,0,2,0.14,0,0,28,45,0,0,0,cc9a2ab0-a009-4819-824a-83b0b7d84c27,845826.60546875,3963.3508725161
171,06,037,211000,6,060372110006,Block Group 6,0,0,0,NA,NA,0,0,0,4,0.02,0,0,28,41,0,0,0,2d48ca23-0838-46ed-841b-e69b62cc649f,414279.19140625,3036.13324476797
172,06,037,211120,1,060372111201,Block Group 1,0,0,0,NA,NA,0,0,0,1,0,0,0,28,29,0,0,0,df327ee1-2693-4116-bf74-2d54dacb578d,116923.5390625,1357.2285475308
173,06,037,211120,2,060372111202,Block Group 2,0,0,0,NA,NA,0,0,0,2,0.72,0,0,28,52,0,0,0,984395aa-4cb9-421b-8287-1f77cd040fbe,619744.55859375,4079.19363641037
174,06,037,551700,2,060375517002,Block Group 2,0,0,0, , ,0,0,2,2,3.67,3,0,55,66,0,0,100,13610a55-7d33-4235-a8be-b634b739357b,402713.234375,2817.25689530845
175,06,073,007501,2,060730075012,Block Group 2,0,0,0,NA,NA,0,0,0,1,0,0,0,32,33,0,0,0,82ccbd1d-0235-4a13-8525-1994f85c2809,141869.42578125,1550.02674409043
176,06,095,252103,3,060952521033,Block Group 3,1,0,1.55,PCE, ,1,0,1,1,12.14,2,100,53,77,115.47,42,100,1a9c1052-e8a2-4675-9298-3ee979468e94,1104277.40625,5059.64770792057
177,06,055,200803,1,060552008031,Block Group 1,1,1,1.02,AS,AS,3,1,4,6,96.36,49,58.33,87,90,93.45,35,66.67,c8fd40dd-956e-43f5-bdb3-9aee88fa0f85,3369382.30859375,8292.89034849425
178,06,073,009103,2,060730091032,Block Group 2,1,0,1.18,AS, ,1,0,1,2,1.19,0,50,19,56,55.9,23,50,3d0e6975-5da7-4349-adc5-02fbc13d573b,312617.4453125,3495.06445774243
179,06,073,009704,3,060730097043,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,0,0,33,34,0,0,0,157ca620-07f3-4fa4-85cc-d84fc3b4c4b5,1626643.15234375,7792.70734715774
180,06,073,002402,1,060730024021,Block Group 1,1,0,1.81,AS, ,3,0,3,4,0,0,75,18,19,88.58,34,75,a8d45d70-8226-4bf1-98f4-233808ebbb8a,295527.43359375,2281.03524669926
181,06,073,013203,2,060730132032,Block Group 2,0,0,0, , ,0,0,2,2,0,0,0,19,20,0,0,100,eb65345f-2ca3-4353-9a87-bb321a1c3ee0,229548.53125,1916.54404363945
182,06,073,017015,3,060730170153,Block Group 3,1,0,1.13,NO3N, ,1,0,3,8,0.67,8,12.5,70,52,13.91,8,37.5,7f968901-719a-42d0-ad6c-da93077145cf,3690439.4296875,13449.7602445015
183,06,073,017404,2,060730174042,Block Group 2,0,0,0, , ,0,0,2,4,0.35,0,0,20,49,0,0,50,cf07c74a-b174-4f90-aacf-952c2eae54e6,386542.7578125,2514.40878606231
184,06,073,018504,4,060730185044,Block Group 4,0,0,0,NA,NA,0,0,0,4,1.88,0,0,34,60,0,0,0,e015356b-cc9a-40b2-8b8a-825f3bdb62f2,2825598.4765625,9220.50524194211
185,06,073,003601,1,060730036011,Block Group 1,0,0,0, , ,0,0,3,3,0.06,0,0,18,43,0,0,100,abbc3d3b-17a6-4e43-a24f-ade0f8916f76,1270451.01953125,5411.08234036226
186,06,073,018801,1,060730188011,Block Group 1,4,1,2.3,"ALPHA; PCATE; U; NO3N",NO3N,6,0,8,10,19.27,10,60,73,81,283.8,73,80,405adf0f-e3ca-4faa-9835-7397243ecee9,11047985.953125,21165.5694110201
187,06,073,019303,1,060730193031,Block Group 1,2,2,1.36,"ALPHA; U","ALPHA; NO3N",1,0,3,7,0,1,14.29,43,20,44.8,20,42.86,2c8c538b-4016-4f05-a61c-b4bd2c2d2b03,5958894.2421875,12018.2759545943
188,06,073,004501,1,060730045011,Block Group 1,1,1,1.56,AS,AS,1,1,2,2,1.52,0,75,19,58,124.22,46,100,8558a7cb-258d-4e5b-b656-60e78184b76d,233036.5859375,1939.31196683467
189,06,073,013908,1,060730139081,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,1,0,47,34,0,0,0,0fc42d08-509d-4d73-9129-822d11452c7a,441675.73046875,2817.25884380748
190,06,073,016901,4,060730169014,Block Group 4,5,2,1.54,"ALPHA; NO3N; MTBE; U; PCATE","ALPHA; PCE",8,0,8,8,34.49,41,100,86,85,615.42,92,100,0a4b372c-6998-4273-a4c0-d3309c79035e,5406477.0390625,12965.8843809814
191,06,073,003208,3,060730032083,Block Group 3,0,0,0,NA,NA,0,0,0,1,0,0,0,32,33,0,0,0,cafb2b10-0ea7-4d55-9006-488181b95177,200791.09765625,1846.45325602742
192,06,095,251901,2,060952519012,Block Group 2,0,0,0, , ,0,0,1,1,0.01,1,0,45,40,0,0,100,5ca14fdc-2df8-401b-8e7a-9436617b5c1b,1013858.50390625,5610.32394692623
193,06,095,251803,1,060952518031,Block Group 1,0,0,0, , ,0,0,2,5,0,1,0,45,24,0,0,40,4cda4ea2-36e6-48a7-8dc3-8908500dd960,6506532.78125,14337.6260557946
194,06,095,251600,2,060952516002,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,36,37,0,0,0,121b2c89-7110-4806-9a26-77ee7360bfa6,1338611.0703125,5941.40445691756
195,06,095,252306,2,060952523062,Block Group 2,0,0,0, , ,0,0,2,3,0.03,7,0,69,41,0,0,66.67,a7204924-0afd-4bb2-9647-1a2a4a88bc2f,1846713.04296875,7156.18993739513
196,06,095,251903,1,060952519031,Block Group 1,0,0,0, , ,0,0,3,3,0.46,1,0,45,50,0,0,100,bd373ff1-f656-4757-9a3b-a271252a74ac,2212963.1796875,11103.1125412323
197,06,095,252702,1,060952527021,Block Group 1,1,1,1.72,NO3N,NO3N,1,0,3,4,7.37,1,25,45,73,41.8,19,75,e5929cfc-c2af-4677-870f-226888104d17,2689382.34375,14716.3680345089
198,06,095,252000,2,060952520002,Block Group 2,0,0,0,NA,NA,0,0,0,2,0.03,2,0,54,41,0,0,0,40d7213b-d849-4144-8c9b-a6b95902ccf1,1565745.51171875,7207.46721809056
199,06,037,201302,1,060372013021,Block Group 1,0,0,0,NA,NA,0,0,0,2,4.65,0,0,27,68,0,0,0,941c6fa9-8fdf-41f5-b530-782233eb3139,589614.9453125,4585.74541017661
200,06,037,201302,2,060372013022,Block Group 2,0,0,0,NA,NA,0,0,0,1,0.8,0,0,27,53,0,0,0,e99c8295-0165-4d6c-ac19-25ce450e52f9,183111.49609375,1754.64451895954
201,06,051,000102,1,060510001021,Block Group 1,6,0,2.64,"AS; PB; ALPHA; U; F; SB", ,27,0,37,101,474.52,69,26.73,89,96,167.44,57,36.63,1c5ea7f5-3a46-41b4-9908-05c9224c03c0,312615794.457031,83429.8553655853
202,06,051,000101,1,060510001011,Block Group 1,2,1,1.72,"ALPHA; U",U,12,9,47,1281,880.91,247,1.29,96,99,3.44,2,3.67,1886a867-1992-4f3f-9ecd-8487fb2cb022,4769706155.40625,401126.429023538
203,06,037,211500,2,060372115002,Block Group 2,0,0,0,NA,NA,0,0,0,1,0,0,0,28,29,0,0,0,b3447fa7-0894-425b-8e82-b027adaf3e55,399079.5859375,2551.8528302155
204,06,111,005304,3,061110053043,Block Group 3,0,0,0, , ,0,0,4,4,0,4,0,62,25,0,0,100,a668ec5e-f233-4c49-a386-4677fdbd66af,1960281.78125,8707.30754232015
205,06,037,211310,2,060372113102,Block Group 2,0,0,0,NA,NA,0,0,0,1,0,0,0,28,29,0,0,0,3f083fd7-3fef-44dc-859e-fb870c37eda6,120857.9453125,1418.46436654646
206,06,037,211320,1,060372113201,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,0,0,28,29,0,0,0,843cf210-2415-4e7f-8c97-c7f2b13fa563,137285.859375,1544.27875554404
207,06,037,211410,2,060372114102,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,28,29,0,0,0,e667739f-9e23-4aec-8955-ec936995cf98,131829.2109375,2226.52070223817
208,06,037,211420,1,060372114201,Block Group 1,0,0,0,NA,NA,0,0,0,2,0,0,0,28,29,0,0,0,5d533b55-229f-4abe-909d-884b5713a492,276640.59765625,2516.53021898084
209,06,037,211420,2,060372114202,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,28,29,0,0,0,81c4c306-eb31-43b8-8363-06a5ca73c522,280154.7578125,2535.08838792388
210,06,037,211500,1,060372115001,Block Group 1,0,0,0,NA,NA,0,0,0,2,0.07,1,0,46,43,0,0,0,ad119a3c-de46-4e32-938e-36eb4b268df4,312668.66015625,2315.01787612964
211,06,037,211500,3,060372115003,Block Group 3,0,0,0,NA,NA,0,0,0,2,0,1,0,46,29,0,0,0,e1c7fa66-f2c5-488a-ba9c-bd944bf32ce3,616459.19140625,3367.57991369746
212,06,037,211701,3,060372117013,Block Group 3,0,0,0,NA,NA,0,0,0,1,0,0,0,28,29,0,0,0,93f09b74-8763-47c5-b759-ba63866435c9,241630.12890625,1949.69460794899
213,06,073,010107,4,060730101074,Block Group 4,0,0,0, , ,0,0,1,1,0,0,0,19,20,0,0,100,1504cd78-1270-474d-9455-9847c4404763,360653.3671875,2538.54830871634
214,06,111,004200,1,061110042001,Block Group 1,0,0,0, , ,0,0,2,2,0,0,0,22,25,0,0,100,f7e3a3a0-2646-42a7-847f-0b46eaa5439f,818444.29296875,3707.4870779318
215,06,111,005303,1,061110053031,Block Group 1,0,0,0, , ,0,0,4,4,0.78,5,0,65,53,0,0,100,1c1e68c3-5efe-4144-98f7-c00c783342e7,4062352.32421875,9021.49798646847
216,06,111,005304,1,061110053041,Block Group 1,0,0,0, , ,0,0,4,5,0,4,0,62,25,0,0,80,6fd27cac-78e1-4efc-b77d-d94c1d65cac2,2053569.421875,7639.85676484358
217,06,111,005304,2,061110053042,Block Group 2,0,0,0, , ,0,0,3,3,0,2,0,53,25,0,0,100,027c44c5-c4a7-497f-b12c-0a78744b6c70,771291.43359375,4432.4308154367
218,06,013,307202,1,060133072021,Block Group 1,0,0,0, , ,0,0,1,2,0,2,0,48,1,0,0,50,91902f20-5582-4ed9-a770-6cde9c98f827,555013.85546875,5232.45600323811
219,06,111,003012,1,061110030121,Block Group 1,2,3,1.11,"ALPHA; NO3N","ALPHA; NO3N; SE",3,0,3,3,13.28,5,100,65,78,361.06,79,100,c7c90b22-cc2c-460a-a613-a82728b0caef,1192884.84765625,6101.62874611576
220,06,111,002600,2,061110026002,Block Group 2,0,0,0,NA,NA,0,0,0,4,0,0,0,36,37,0,0,0,0891c38d-e6ca-420d-8479-213c4af95d0d,1268662.171875,5665.45145410972
221,06,111,005305,2,061110053052,Block Group 2,2,2,1.56,"NO3N; TCPR123","NO3N; TCPR123",6,0,10,11,6.92,9,54.55,72,72,172.12,58,90.91,16157368-4cb9-4948-9336-3f0eb2d67eaa,15698138.703125,21366.2635430191
222,06,111,006000,2,061110060002,Block Group 2,0,0,0, , ,0,0,2,2,0.23,9,0,72,47,0,0,100,c7093fce-a490-49f1-af85-cf020c325e0d,1771926.3359375,7637.08903499254
223,06,111,006000,3,061110060003,Block Group 3,0,0,0, , ,0,0,2,2,0.21,9,0,72,46,0,0,100,941bc13f-1757-46b6-be70-84cfaf77c669,1320338.875,5858.26457736967
224,06,111,006100,1,061110061001,Block Group 1,2,2,2.08,"NO3N; TCPR123","NO3N; TCPR123",2,0,6,6,10.93,13,33.33,76,76,106.93,37,100,7941a641-4a41-4af8-8742-63b53f1ca768,4515932.12890625,17513.3627400766
225,06,111,006200,1,061110062001,Block Group 1,2,2,2.08,"NO3N; TCPR123","NO3N; TCPR123",2,0,4,5,0.19,6,40,67,46,128.32,47,80,64991e34-87f8-46ad-b296-8d3f8d389241,7745357.19140625,14717.9002967742
226,06,111,006200,2,061110062002,Block Group 2,0,0,0, , ,0,0,4,4,3.36,7,0,69,65,0,0,100,8199b431-0eb5-446e-990f-88d87e5de05c,1451476.953125,5728.07262459102
227,06,017,030709,1,060170307091,Block Group 1,1,1,1.1,NO3N,NO3N,4,1,7,12,98.38,391,37.5,98,91,60.38,26,58.33,335c1537-7957-4d67-a540-dca1ae5b8642,21405800.2734375,24611.9735609231
228,06,037,551900,1,060375519001,Block Group 1,0,0,0, , ,0,0,2,2,0,5,0,63,9,0,0,100,0138399c-3917-454e-b5d8-c2ea2e68a495,517992.8125,3240.03330349336
229,06,037,551900,2,060375519002,Block Group 2,0,0,0, , ,0,0,2,2,0,4,0,60,9,0,0,100,28fb9d1f-4d8c-4c3e-9bf5-4adf0d4ce82f,195573.41015625,1799.75803561452
230,06,037,551900,3,060375519003,Block Group 3,0,0,0, , ,0,0,4,4,0,10,0,73,9,0,0,100,7f6ccc81-d2e8-40de-98c9-d286071cdfe9,667785.296875,4733.61104773738
231,06,037,551900,4,060375519004,Block Group 4,1,0,1,PB, ,1,0,3,3,0,10,33.33,73,9,36.67,17,100,827eff1f-c25c-4e55-ab17-dba085a785ea,270073.36328125,2545.86277588422
232,06,037,551900,5,060375519005,Block Group 5,1,0,1,PB, ,1,0,2,2,0,8,50,70,9,55.01,22,100,90dd8b99-5844-4c05-9ddd-d56aebe765c4,341513.71875,3493.91973111207
233,06,037,551900,6,060375519006,Block Group 6,1,0,1,PB, ,1,0,2,2,0,8,50,70,9,55.01,22,100,f591378b-b5aa-410e-a8dc-3bf3755a0827,290302.25,3911.80414809083
234,06,037,552100,1,060375521001,Block Group 1,1,1,1.67,AS,PCATE,1,0,2,2,0,4,50,60,9,83.37,33,100,ac09dc3c-c3f9-45c6-bf14-28068b997f57,410150.21875,2739.86554490642
235,06,055,200803,2,060552008032,Block Group 2,1,0,1.5,AS, ,3,0,3,6,86.57,35,50,85,90,57.51,25,50,436f60b9-629f-4cfe-bfa8-615d88c82761,4957771.62890625,9104.70410726216
236,06,055,200802,1,060552008021,Block Group 1,0,1,0, ,AS,0,1,1,2,71.15,12,25,75,89,12.5,7,50,b5063220-94f7-4522-ad58-abf1f2f0b7ca,558754.55078125,2985.38577476713
237,06,055,200802,2,060552008022,Block Group 2,1,1,1.1,AS,AS,1,1,6,8,111.52,28,18.75,83,91,30.19,16,75,2c1486b1-6bb7-404f-9cbf-08245271d726,9032266.98828125,12787.1789499511
238,06,055,200802,3,060552008023,Block Group 3,3,0,1.35,"AS; BA; PB", ,3,0,10,11,10.27,45,27.27,86,76,85.49,33,90.91,4b02341e-0692-41db-98b5-d1431fa8344a,14110183.03125,21613.2444638305
239,06,037,201302,3,060372013023,Block Group 3,0,0,0,NA,NA,0,0,0,1,1.35,0,0,27,57,0,0,0,4a4f1bc4-6010-4813-8366-0580d0011993,221383.640625,3083.08083812593
240,06,013,324001,1,060133240011,Block Group 1,0,0,0,NA,NA,0,0,0,2,0.35,3,0,58,49,0,0,0,b5893a9a-8ac7-4563-a1c6-84c3c93588ab,463607.3984375,3268.78176294998
241,06,013,363000,4,060133630004,Block Group 4,0,0,0,NA,NA,0,0,0,2,0,1,0,46,26,0,0,0,c75f3c6c-29e2-41d9-921f-57126e2d920e,1979878.48046875,5848.23197387609
242,06,013,351101,2,060133511012,Block Group 2,0,0,0, , ,0,0,4,4,1.82,4,0,59,59,0,0,100,b7ce8d33-a728-463c-9030-b7be532d21ee,1964204.72265625,8843.06230637861
243,06,095,252106,2,060952521062,Block Group 2,0,0,0,NA,NA,0,0,0,4,10.66,3,0,59,76,0,0,0,2567dd17-440c-40d4-8239-3cd9e31b2945,1557433.01171875,5320.80743660305
244,06,095,251200,1,060952512001,Block Group 1,1,0,1.55,PCE, ,1,0,1,1,3.4,9,100,72,65,115.47,42,100,7afc2b29-3851-4ab2-9860-0ba41e16cd74,671816.52734375,3665.89813844466
245,06,095,250103,2,060952501032,Block Group 2,1,0,3.09,PCE, ,2,0,2,2,0.16,1,100,45,45,130.9,47,100,2345f4c3-53f9-450d-b7a0-5a69fa2419c2,1437457.3125,5644.29993742627
246,06,095,251804,1,060952518041,Block Group 1,0,0,0, , ,0,0,1,1,0.01,0,0,22,40,0,0,100,d214f47b-3dec-447a-984c-7f9729972354,444238.58984375,3239.92131792422
247,06,085,504700,1,060855047001,Block Group 1,0,0,0, , ,0,0,3,9,0,7,0,69,23,0,0,33.33,9fd96e04-473d-4540-b4b5-adda7d7c1249,10174108.8867188,15615.0473203413
248,06,085,504202,3,060855042023,Block Group 3,0,0,0,NA,NA,0,0,0,4,52.61,24,0,82,87,0,0,0,09f5deac-2347-4c28-aef1-cbf4dc0c8afd,1609489.796875,5679.68655090763
249,06,073,003212,2,060730032122,Block Group 2,0,0,0, , ,0,0,3,4,0,1,0,43,38,0,0,75,1b1e3fca-ebb5-48de-96ad-792a6fee9312,1140194.33203125,6597.80830179303
250,06,073,018611,1,060730186111,Block Group 1,2,0,2.68,"ALPHA; U", ,5,0,12,14,5.35,42,35.71,86,70,80.99,31,85.71,c4f079bf-82bf-442c-9b97-a5801773e618,18152304.3984375,22793.2704923736
251,06,073,013906,1,060730139061,Block Group 1,0,0,0,NA,NA,0,0,0,5,0,2,0,54,34,0,0,0,8cb21022-d435-4e60-b9b3-723194d7d1e9,2217685.9296875,7857.00661043109
252,06,073,020103,3,060730201033,Block Group 3,0,0,0,NA,NA,0,0,0,14,18.05,35,0,85,80,0,0,0,24c6f170-ab0c-47b5-9d83-99024c0520da,17214738.9921875,23162.5008119207
253,06,073,019105,3,060730191053,Block Group 3,1,0,1.23,AS, ,5,0,5,19,75.13,64,26.32,89,89,29.55,16,26.32,e252d4e8-fc1d-4aa9-a394-3254d0652093,32255822.0078125,32823.7567767867
254,06,073,021100,1,060730211001,Block Group 1,6,5,2.08,"BIS2EHP; ALPHA; U; AS; NO3N; F","U; ALPHA; CTCL; AS; NO3N",33,8,70,181,944.53,260,20.44,96,99,178.01,59,38.67,c0eca2dc-dd14-4107-a1a2-d00e55d2e7c2,495675562.691406,147482.28271315
255,06,073,003207,1,060730032071,Block Group 1,2,1,1.98,"U; NO3N",PCATE,1,0,3,4,4.19,3,25,57,67,67.44,28,75,be3fe269-ed3d-45e6-b0f5-db345412fbb8,3296805.92578125,11013.3059761073
256,06,073,008507,2,060730085072,Block Group 2,0,0,0,NA,NA,0,0,0,2,0,0,0,33,34,0,0,0,49fd8fd4-a16b-4913-8926-e355aa385399,173771.55078125,1643.61951220766
